,Facility.Name,Facility.City,Facility.State,Facility.Type,Rating.Overall,Rating.Mortality,Rating.Safety,Rating.Readmission,Rating.Experience,Rating.Effectiveness,Rating.Timeliness,Rating.Imaging
4086,Valley Regional Medical Center,Brownsville,TX,Proprietary,4,Above,Above,Below,Below,Same,Above,Below
4087,Sierra Medical Center,El Paso,TX,Proprietary,2,Same,Same,Below,Below,Same,Above,Same
4088,Medical Center Of Lewisville,Lewisville,TX,Private,2,Same,Below,Below,Same,Same,Above,Same
4089,Tomball Regional Medical Center,Tomball,TX,Proprietary,2,Same,Below,Above,Below,Same,Below,Same
4090,Plaza Medical Center Of Fort Worth,Fort Worth,TX,Proprietary,2,Same,Below,Below,Same,Same,Same,Same
4091,"Womans Hospital Of Texas,the",Houston,TX,Proprietary,3,,Same,,Below,Same,Above,
4092,Medical City Arlington,Arlington,TX,Proprietary,4,Same,Above,Below,Below,Same,Same,Same
4093,Texas Health Huguley Hospital Fort Worth South,Burleson,TX,Church,4,Same,Same,Above,Same,Same,Below,Below
4094,City Hospital At  White Rock,Dallas,TX,Proprietary,2,Same,Below,Below,Below,Same,Same,Above
4095,Memorial Hermann Northeast,Humble,TX,Private,1,Same,Same,Below,Below,Same,Below,Same
4096,University Medical Center,Lubbock,TX,Government,3,Below,Same,Above,Above,Same,Below,Below
4097,Dallas Regional Medical Center,Mesquite,TX,Proprietary,2,Same,Same,Below,Below,Same,Below,Same
4098,University Of Texas Health Science Center At Tyler,Tyler,TX,Government,4,Same,,Above,Above,Above,Above,Below
4099,El Campo Memorial Hospital,El Campo,TX,Private,3,Same,,Above,,Same,Same,Same
4100,Southwest General Hospital,San Antonio,TX,Unknown,1,Same,Below,Above,Below,Below,Below,
4101,Lamb Healthcare Center,Littlefield,TX,Government,-1,,,,,Same,Above,
4102,Longview Regional Medical Center,Longview,TX,Proprietary,4,Above,Above,Above,Same,Same,Same,Below
4103,Houston Methodist St John Hospital,Nassau Bay,TX,Private,4,Same,Same,Same,Same,Same,Same,Same
4104,Rio Grande Regional Hospital,Mcallen,TX,Proprietary,4,Above,Above,Below,Below,Same,Above,Same
4105,St David's South Austin Medical Center,Austin,TX,Proprietary,4,Same,Above,Below,Above,Same,Same,Above
4106,Cypress Fairbanks Medical Center,Houston,TX,Proprietary,2,Same,Same,Same,Below,Same,Same,Same
4107,Round Rock Medical Center,Round Rock,TX,Proprietary,4,Same,Above,Same,Same,Same,Same,Above
4108,Methodist Charlton Medical Center,Dallas,TX,Private,3,Same,Above,Above,Same,Same,Below,Same
4109,Baylor Scott And White Medical Center Carrollton,Carrollton,TX,Proprietary,3,Same,Above,Below,Below,Same,Above,Same
4110,Baylor Scott And White Medical Center Lake Pointe,Rowlett,TX,Proprietary,1,Same,Above,Below,Below,Same,Same,Same
4111,Texas Health Presbyterian Hospital Denton,Denton,TX,Private,3,Same,Below,Below,Same,Same,Same,Same
4112,Knox County Hospital,Knox City,TX,Government,-1,,,,,Same,Same,
4113,Palestine Regional Medical Center,Palestine,TX,Proprietary,2,Same,Same,Same,Below,Same,Same,Below
4114,Hamilton General Hospital,Hamilton,TX,Government,5,Same,,Above,Above,Same,Above,Same
4115,Covenant Hospital Levelland,Levelland,TX,Private,4,Same,,Same,Above,Same,Above,
4116,Ut Southwestern University Hospital-zale Lipshy,Dallas,TX,Government,3,,Below,Same,Above,,,Same
4117,Texas Health Presbyterian Hospital Plano,Plano,TX,Private,3,Same,Above,Below,Above,Same,Below,Same
4118,Tops Surgical Specialty Hospital,Houston,TX,Unknown,5,,,Above,Above,Same,,
4119,Kingwood Medical Center,Kingwood,TX,Proprietary,3,Above,Above,Below,Below,Same,Same,Same
4120,Texas Health Harris Methodist Hospital Southwest F,Fort Worth,TX,Private,5,Same,Above,Above,Above,Same,Same,Same
4121,Methodist Ambulatory Surgery Hospital Nw,San Antonio,TX,Proprietary,-1,,,,Above,Same,,
4122,"Corpus Christi Medical Center,the",Corpus Christi,TX,Proprietary,4,Same,Above,Above,Same,Same,Below,Same
4123,Us Pain & Spine Hospital,Houston,TX,Proprietary,-1,,,,,Same,,
4124,Christus St Michael Health System,Texarkana,TX,Church,4,Same,Below,Above,Same,Same,Below,Same
4125,United Memorial Medical Center,Houston,TX,Unknown,2,,Same,,,Same,Below,
4126,Texas Orthopedic Hospital,Houston,TX,Unknown,-1,,Above,,Above,,,
4127,Northwest Hills Surgical Hospital,Austin,TX,Proprietary,-1,,,Above,,Same,,
4128,North Austin Medical Center,Austin,TX,Proprietary,5,Same,Above,Below,Above,Same,Above,Above
4129,Houston Methodist Sugarland Hospital,Sugar Land,TX,Private,4,Above,Below,Below,Above,Same,Below,Below
4130,Medical City Las Colinas,Irving,TX,Proprietary,3,Same,Above,Below,Same,Same,Above,
4131,Cornerstone Regional Hospital,Edinburg,TX,Proprietary,3,,,Same,Same,Same,,
4132,Kell West Regional Hospital,Wichita Falls,TX,Proprietary,4,,,Below,Above,Same,Same,Below
4133,Christus Spohn Hospital Alice,Alice,TX,Private,3,Same,,Below,Same,Below,Below,Below
4134,Surgery Specialty Hospitals Of America Se Houston,Pasadena,TX,Proprietary,-1,,,,,Same,,
4135,Ennis Regional Medical Center,Ennis,TX,Proprietary,4,Same,,Above,,Same,Above,
4136,"Physicians Centre,the",Bryan,TX,Proprietary,-1,,,,Above,Same,,
4137,Texas Health Presbyterian Hospital Allen,Allen,TX,Government,4,Same,Above,Below,Same,Same,Same,Same
4138,Houston Methodist Willowbrook Hospital,Houston,TX,Private,4,Above,Below,Above,Above,Same,Below,Below
4139,El Paso Specialty Hospital,El Paso,TX,Proprietary,-1,,,,Above,Same,Same,
4140,Memorial Hermann Katy Hospital,Katy,TX,Private,4,Same,Above,Above,Above,Same,Same,Below
4141,Memorial Hermann Sugar Land Hospital,Sugar Land,TX,Private,3,Same,Above,Below,Same,Same,Above,Below
4142,Baylor Scott And White Heart And Vascular Hospital,Dallas,TX,Proprietary,5,Same,,Below,Above,,,
4143,Baylor Medical Center At Frisco,Frisco,TX,Proprietary,5,,Above,Above,Above,Same,Above,
4144,Harlingen Medical Center,Harlingen,TX,Proprietary,5,Same,Above,Above,Same,Same,Same,Below
4145,South Texas Spine And Surgical Hospital,San Antonio,TX,Government,-1,,,,Above,Same,Same,
4146,Sugar Land Surgical Hospital Llp,Sugar Land,TX,Unknown,5,,,Same,Above,Same,,
4147,St Luke's The Woodlands Hospital,The Woodlands,TX,Private,3,Above,Below,Same,Below,Same,Below,Same
4148,Baylor Scott & White Texas Spine & Joint Hospital,Tyler,TX,Unknown,5,,Above,,Above,Same,Same,
4149,Seton Southwest Hospital,Austin,TX,Private,-1,,,,,Same,Same,
4150,Seton Northwest Hospital,Austin,TX,Private,4,Same,Same,Above,Above,Same,Same,Same
4151,Doctors Hospital At Renaissance,Edinburg,TX,Unknown,2,Same,Below,Below,Below,Same,Below,Below
4152,Arise Austin Medical Center,Austin,TX,Unknown,-1,,,,Above,Same,,
4153,Usmd Hospital At Arlington L P,Arlington,TX,Unknown,2,,Below,Below,Same,Same,Same,
4154,Baylor Surgical Hospital At Las Colinas,Irving,TX,Proprietary,-1,,,,Above,Same,Same,
4155,Quail Creek Surgical Hospital,Amarillo,TX,Proprietary,-1,,,,Above,,,
4156,Lubbock Heart Hospital Lp,Lubbock,TX,Proprietary,4,Same,Below,Above,Above,Same,Same,Below
4157,Foundation Surgical Hospital Of El Paso,El Paso,TX,Proprietary,5,,Above,Above,Above,Same,Same,Below
4158,Baylor Surgical Hospital At Fort Worth,Fort Worth,TX,Private,-1,,,,Above,Same,,
4159,Baylor Medical Center At Trophy Club,Trophy Club,TX,Proprietary,-1,,,,Above,Same,Same,
4160,Baylor Scott &  White Medical Center - Centennial,Frisco,TX,Unknown,3,Same,Same,Below,Below,Same,Same,Same
4161,Texas Health Harris Methodist Hospital Southlake,Southlake,TX,Government,-1,,,,Above,Same,,
4162,Texas Institute For Surgery At Presbyterian Hospit,Dallas,TX,Proprietary,-1,,,,Above,Same,,
4163,Baylor Regional Medical Center At Plano,Plano,TX,Unknown,4,Above,Above,Same,Above,Same,Above,Same
4164,Texas Health Center For Diagnostics & Surgery Plan,Plano,TX,Proprietary,-1,,,,Above,Same,,Below
4165,The Heart Hospital Baylor Denton,Denton,TX,Unknown,4,,,Below,Above,Same,Above,
4166,Pine Creek Medical Center Llp,Dallas,TX,Proprietary,-1,,,,Above,Same,,
4167,Parmer County Community Hospital,Friona,TX,Private,-1,,,,,Same,Same,
4168,Reagan Memorial Hospital,Big Lake,TX,Government,-1,,,,,,,
4169,Limestone Medical Center,Groesbeck,TX,Government,-1,,,Above,,,,
4170,Schleicher County Medical Center,Eldorado,TX,Proprietary,-1,,,,,,,
4171,Burleson St Joseph Health Center,Caldwell,TX,Church,-1,,,,,Same,Above,
4172,Kimble Hospital,Junction,TX,Government,3,,,Same,,Same,Same,
4173,Iraan General Hospital,Iraan,TX,Government,-1,,,,,,,
4174,Yoakum County Hospital,Denver City,TX,Government,-1,,,Same,,,,
4175,Mccamey Hospital,Mccamey,TX,Government,-1,,,,,,,
4176,Ballinger Memorial Hospital,Ballinger,TX,Government,-1,,,,,,,
4177,Sweeny Community Hospital,Sweeny,TX,Government,-1,,,,,,Same,
4178,Rice Medical Center,Eagle Lake,TX,Proprietary,-1,,,,,,,
4179,Fisher County Hospital District,Rotan,TX,Government,-1,,,,,,,
4180,Winkler County Memorial Hospital,Kermit,TX,Government,-1,,,,,,,
4181,North Runnels Hospital,Winters,TX,Government,-1,,,,,,,
4182,Madison St Joseph Health Center,Madisonville,TX,Church,-1,,,,,,,
4183,Refugio County Memorial Hospital,Refugio,TX,Government,-1,,,,,,,
4184,Stonewall Memorial Hospital,Aspermont,TX,Government,-1,,,,,,,
4185,Christus Mother Frances Hospital- Jacksonville,Jacksonville,TX,Private,-1,Same,,Same,,,,
4186,Bayside Community Hospital,Anahuac,TX,Government,-1,,,,,,,
4187,Grimes St Joseph Health Center,Navasota,TX,Private,-1,,,,,,,
4188,Rollins Brook Community Hospital,Lampasas,TX,Church,4,Same,,Above,,Same,Same,
4189,Lillian M Hudspeth Memorial Hospital,Sonora,TX,Government,-1,,,,,,,
4190,Concho County Hospital,Eden,TX,Government,-1,,,,,,,
4191,Chillicothe Hospital District,Chillicothe,TX,Government,-1,,,,,,,
4192,Riceland Medical Center,Winnie,TX,Proprietary,-1,,,,,,,
4193,Rankin Hospital Medical Clinic,Rankin,TX,Government,-1,,,,,,,
4194,Medina Regional Hospital,Hondo,TX,Government,4,,,Same,Above,Same,Above,
4195,Coon Memorial Hospital,Dalhart,TX,Government,-1,Same,,Below,,,,
4196,Palacios Community Medical Center,Palacios,TX,Private,-1,,,,,,,
4197,Martin County Hospital District,Stanton,TX,Government,-1,,,,,,,
4198,Parkview Hospital,Wheeler,TX,Government,-1,,,,,,,
4199,Muenster Memorial Hospital,Muenster,TX,Government,-1,,,,,,,
4200,W J Mangold Memorial Hospital,Lockney,TX,Government,-1,,,Same,,,,
4201,Culberson Hospital,Van Horn,TX,Proprietary,-1,,,,,Same,Above,
4202,Throckmorton County Memorial Hospital,Throckmorton,TX,Government,-1,,,,,,,
4203,Shamrock General Hospital,Shamrock,TX,Government,-1,,,,,,,
4204,Haskell Memorial Hospital,Haskell,TX,Government,-1,,,,,,,
4205,Mitchell County Hospital District,Colorado City,TX,Government,-1,Same,,Same,,,,
4206,Electra Memorial Hospital,Electra,TX,Government,4,,,Above,,Same,Above,
4207,Hansford County Hospital,Spearman,TX,Government,-1,,,,,Same,Above,
4208,Crosbyton Clinic Hospital,Crosbyton,TX,Private,-1,,,,,,,
4209,Yoakum Community Hospital,Yoakum,TX,Private,3,Same,,Below,Same,Same,,
4210,Coleman County Medical Center Company,Coleman,TX,Government,-1,Same,,Same,,,,
4211,Heart Of Texas Memorial Hospital,Brady,TX,Private,-1,,,,,,,
4212,Swisher Memorial Hospital,Tulia,TX,Private,-1,Same,,Same,,,,
4213,Plains Memorial Hospital,Dimmitt,TX,Government,-1,,,,,Same,Same,
4214,Lynn County Hospital District,Tahoka,TX,Government,-1,,,,,,,
4215,Hardeman County Memorial Hospital,Quanah,TX,Government,-1,,,,,,,
4216,Crane County Hospital District,Crane,TX,Government,-1,,,,,,Above,
4217,Hamilton Hospital,Olney,TX,Government,-1,,,Same,,,Same,
4218,Collingsworth General Hospital,Wellington,TX,Proprietary,-1,,,,,Same,Above,
4219,Memorial Medical Center,Port Lavaca,TX,Government,3,Same,,Same,Same,,,Same
4220,Little River Healthcare,Rockdale,TX,Proprietary,-1,,,Same,,,,
4221,Memorial Hospital,Seminole,TX,Government,-1,,,,,,,
4222,Ochiltree General Hospital,Perryton,TX,Government,-1,,,Same,Same,,,
4223,Chi St Lukes Health Memorial San Augustine,San Augustine,TX,Private,-1,,,,,,,
4224,Sabine County Hospital,Hemphill,TX,Proprietary,-1,,,Same,,,,
4225,Clay County Memorial Hospital,Henrietta,TX,Government,-1,,,,,,,
4226,Jackson Healthcare Center,Edna,TX,Government,-1,,,,,,Above,
4227,Otto Kaiser Memorial Hospital,Kenedy,TX,Government,3,,,Same,,Same,Above,
4228,Seton Highland Lakes,Burnet,TX,Private,3,Same,,Same,Above,Same,Above,Below
4229,Cochran Memorial Hospital,Morton,TX,Government,-1,,,,,,,
4230,Ut Health East Texas Pittsburg Hospital,Pittsburg,TX,Unknown,3,Same,,Below,Above,Same,Above,Same
4231,Golden Plains Community Hospital,Borger,TX,Proprietary,3,Same,,Same,,Same,,
4232,Tmc- Bonham Hospital,Bonham,TX,Government,-1,Same,,Below,,,,
4233,Seton Edgar B Davis Hospital,Luling,TX,Private,4,Same,,Same,Above,Same,Above,Same
4234,Muleshoe Area Medical Center,Muleshoe,TX,Proprietary,-1,,,Same,,,,
4235,Ward Memorial Hospital,Monahans,TX,Government,4,Same,,Same,,,Same,
4236,Baylor Scott & White Medical Center -taylor,Taylor,TX,Private,-1,,,Same,,,,
4237,Liberty Dayton Regional Medical Center,Liberty,TX,Government,-1,,,,,,,
4238,Lavaca Medical Center,Hallettsville,TX,Government,-1,Same,,Same,,,,
4239,Reeves County Hospital District,Pecos,TX,Government,2,Same,,Below,,Same,,
4240,Big Bend Regional Medical Center,Alpine,TX,Proprietary,4,Same,,Above,Same,Same,Above,
4241,Coryell Memorial Healthcare System,Gatesville,TX,Government,4,,,Same,Above,,Same,
4242,Ut Health East Texas Quitman Hospital,Quitman,TX,Private,4,Same,,Same,Above,Same,Same,Same
4243,Christus Mother Frances Hospital- Winnsboro,Winnsboro,TX,Private,-1,,,,,,,
4244,Comanche County Medical Center,Comanche,TX,Private,-1,,,,,,,
4245,Cogdell Memorial Hospital,Snyder,TX,Government,3,Same,,Same,Same,,,
4246,Goodall Witcher Hospital,Clifton,TX,Government,3,,,Same,,Same,Above,Same
4247,Memorial Hospital,Dumas,TX,Government,4,Same,,Same,Same,Same,Above,
4248,Uvalde Memorial Hospital,Uvalde,TX,Government,4,,,Above,Above,Same,Above,Same
4249,Pecos County Memorial Hospital,Fort Stockton,TX,Government,-1,,,,,,,
4250,Dimmit Regional Hospital,Carrizo Springs,TX,Unknown,-1,,,,,,,
4251,Frio Regional Hospital,Pearsall,TX,Private,-1,,,,,,Same,
4252,Cook Childrens Medical Center,Fort Worth,TX,Private,-1,,,,,,,
4253,Driscoll Childrens Hospital,Corpus Christi,TX,Private,-1,,,,,,,
4254,Childrens Medical Ctr Of Dallas,Dallas,TX,Private,-1,,,,,,,
4255,Texas Childrens Hosp,Houston,TX,Private,-1,,,,,,,
4256,Covenant Childrens Hospital,Lubbock,TX,Private,-1,,,,,,,
4257,Our Childrens House,Allen,TX,Church,-1,,,,,,,
4258,Healthbridge Childrens's Hospital Of Houston,Houston,TX,Proprietary,-1,,,,,,,
4259,Dell Children's Medical Center Of Central Texas,Austin,TX,Private,-1,,,,,,,
4260,Shriners Hospitals For Children,Galveston,TX,Private,-1,,,,,,,
4261,Shriners Hospitals For Children,Houston,TX,Unknown,-1,,,,,,,
4262,El Paso Children's Hospital,El Paso,TX,Private,-1,,,,,,,
4263,Texas Scottish Rite Hospital For Children,Dallas,TX,Private,-1,,,,,,,
4264,Children's Hospital Of San Antonio,San Antonio,TX,Church,-1,,,,,,,
4265,Childrens Medical Center Plano,Plano,TX,Private,-1,,,,,,,
4266,Utah Valley Hospital,Provo,UT,Private,5,Same,Above,Above,Above,Same,Above,Same
4267,Salt Lake Regional Medical Center,Salt Lake City,UT,Proprietary,2,Same,Below,Above,Same,Same,Same,Same
4268,Mckay Dee Hospital,Ogden,UT,Private,3,Below,Below,Above,Above,Same,Same,Above
4269,Ogden Regional Medical Center,Ogden,UT,Proprietary,4,Same,Above,Above,Below,Same,Above,Same
4270,Lds Hospital,Salt Lake City,UT,Private,5,Same,Above,Above,Above,Same,Same,Same
4271,Cedar City Hospital,Cedar City,UT,Private,4,Same,Above,Above,Above,Same,Above,Same
4272,University Of Utah Hospitals And Clinics,Salt Lake City,UT,Government,4,Same,Above,Above,Above,Same,Below,Above
4273,Intermountain Medical Center,Murray,UT,Private,4,Same,Above,Above,Same,Same,Same,Above
4274,Castleview Hospital,Price,UT,Proprietary,4,Same,Above,Above,Above,Same,Above,Same
4275,Mountain View Hospital,Payson,UT,Proprietary,4,Same,Above,Above,Same,Same,Above,Same
4276,Mountain West Medical Center,Tooele,UT,Proprietary,3,Same,Same,Same,Same,Same,Above,Same
4277,Logan Regional Hospital,Logan,UT,Private,4,Same,Above,Above,Above,Same,Same,Same
4278,Brigham City Community Hospital,Brigham City,UT,Proprietary,4,,,Above,Same,Same,Above,Below
4279,Uintah Basin Medical Center,Roosevelt,UT,Unknown,3,Same,Same,Above,Same,Same,Above,Same
4280,Dixie Regional Medical Center,St George,UT,Private,4,Below,Above,Above,Above,Same,Above,Same
4281,American Fork Hospital,American Fork,UT,Private,4,Same,Same,Above,Above,Same,Above,Same
4282,Sevier Valley Hospital,Richfield,UT,Private,4,,,Above,Above,Same,Same,Same
4283,Ashley Regional Medical Center,Vernal,UT,Proprietary,4,Same,Same,Above,Same,Same,Above,Same
4284,Bear River Valley Hospital,Tremonton,UT,Private,4,,,Same,Above,Same,Same,
4285,Davis Hospital And Medical Center,Layton,UT,Proprietary,3,Same,Above,Above,Below,Above,Above,Above
4286,Lakeview Hospital,Bountiful,UT,Proprietary,5,Same,Above,Above,Same,Same,Above,Same
4287,Orem Community Hospital,Orem,UT,Private,-1,,,,Above,Same,Same,
4288,Alta View Hospital,Sandy,UT,Private,4,Same,Below,Above,Same,Same,Same,Same
4289,St Mark's Hospital,Salt Lake City,UT,Proprietary,4,Same,Above,Above,Below,Same,Above,Same
4290,The Orthopedic Specialty Hospital,Murray,UT,Private,-1,,,,Above,,,Same
4291,Jordan Valley Medical Center,West Jordan,UT,Unknown,2,Same,Below,Above,Below,Below,Same,Same
4292,Timpanogos Regional Hospital,Orem,UT,Proprietary,4,Same,Above,Above,Same,Same,Above,Same
4293,Cache Valley  Hospital,North Logan,UT,Proprietary,-1,,,,Above,Same,Above,
4294,Park City Hospital,Park City,UT,Proprietary,4,,Above,Above,Above,Same,Above,Same
4295,Riverton Hospital,Riverton,UT,Private,4,,Same,Above,Above,Same,Same,
4296,Lone Peak Hospital,Draper,UT,Proprietary,4,,Same,Above,Above,Same,Above,Same
4297,Delta Community Hospital,Delta,UT,Proprietary,3,,,Same,,Same,Same,
4298,Fillmore Community Hospital,Fillmore,UT,Private,-1,,,,,Same,Same,
4299,Moab Regional Hospital,Moab,UT,Private,-1,,,,,,,
4300,Sanpete Valley Hospital - Cah,Mount Pleasant,UT,Private,4,,,Above,,Same,Above,
4301,Central Valley Medical Center - Cah,Nephi,UT,Private,3,,,Below,Above,Same,Above,
4302,Milford Valley Memorial Hospital,Milford,UT,Government,-1,,,,,,,
4303,Gunnison Valley Hospital,Gunnison,UT,Proprietary,5,,,Above,Above,Same,Same,
4304,Heber Valley Hospital,Heber City,UT,Private,3,,,Same,Same,Same,Above,Same
4305,San Juan Hospital,Monticello,UT,Government,-1,,,Same,,,Same,
4306,Kane County Hospital,Kanab,UT,Government,-1,,,,,,,
4307,Blue Mountain Hospital,Blanding,UT,Private,-1,,,,,,,
4308,Garfield Memorial Hospital,Panguitch,UT,Government,4,,,Same,,Same,Above,
4309,Beaver Valley Hospital,Beaver,UT,Government,-1,,,,,,Above,Same
4310,Primary Childrens Hospital,Salt Lake City,UT,Private,-1,,,,,,,
4311,Shriners Hospitals For Children - Salt Lake City,Salt Lake City,UT,Private,-1,,,,,,,
4312,Central Vermont Medical Center,Barre,VT,Private,4,Same,Same,Below,Same,Above,Same,Above
4313,University Of Vermont Medical Center,Burlington,VT,Unknown,3,Below,Above,Above,Above,Same,Below,Same
4314,Rutland Regional Medical Center,Rutland,VT,Private,3,Same,Above,Above,Above,Same,Same,Same
4315,Brattleboro Memorial Hospital,Brattleboro,VT,Private,3,Same,Below,Above,Below,Same,Same,Same
4316,Southwestern Vermont Medical Center,Bennington,VT,Private,4,Same,Above,Above,Above,Same,Same,Same
4317,Northwestern Medical Center Inc,Saint Albans,VT,Unknown,4,Same,Above,Same,Above,Same,Same,Same
4318,Grace Cottage Hospital,Townshend,VT,Private,-1,,,,,,,
